Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Dividend Yield,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Revenue Growth,Beta (Volatility),Operating Margin,Gross Margin,Net Profit Margin,Price to Sales Ratio,Current Ratio,Quick Ratio,Interest Coverage Ratio,Dividend Payout Ratio,Return on Assets,Return on Investment,Enterprise Value,Enterprise Value to EBITDA,Price to Free Cash Flow,PEG Ratio,Book Value Per Share,Symbol,Error
Not Available,107.99793,32.40395,Not Available,Not Available,0.86,-0.1122,149.085,358770112,0.282,1.097,-0.0716,0.77528,-0.05967,20.06791,3.373,3.258,Not Available,Not Available,-0.0327,Not Available,31942027264,-737.436,Not Available,Not Available,2.837,NET,
28.762026,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SOJC,
Not Available,Not Available,2.8473413,0.0804,Not Available,Not Available,0.16445999,28.909,75342464,0.332,0.769,0.72436994,1.0,0.76605004,Not Available,2.977,2.965,Not Available,Not Available,0.07116,Not Available,2655444736,Not Available,Not Available,Not Available,8.745,ECCF,
31.824074,27.498787,13.043643,0.0034,Not Available,3.75,0.5368,143.52,844875008,0.047,Not Available,0.23211999,0.59384996,0.15693,4.9649396,2.135,1.718,Not Available,Not Available,0.12967,Not Available,27479746560,21.723,Not Available,Not Available,7.905,VLTO,
12.324724,13.323494,1.3903465,0.0036000002,Not Available,162.32,0.11991,Not Available,Not Available,-0.03,0.806,0.41434,Not Available,0.2767,3.1882715,Not Available,Not Available,Not Available,Not Available,0.01193,Not Available,42922258432,Not Available,Not Available,Not Available,1547.83,FCNCA,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BNJ,
Not Available,167.10527,2.7280147,0.0279,Not Available,0.16,-0.00543,136.679,1040067392,0.08,1.39,0.15880999,0.42566,-0.01386,5.5510535,1.217,1.095,Not Available,Not Available,0.017549999,Not Available,40206057472,21.651,Not Available,Not Available,23.277,VTR,
Not Available,23.123035,5.492736,Not Available,Not Available,7.84,-0.50913,70.922,546150016,0.041,0.85,-0.19829,0.57300997,-0.66375,5.8407164,0.845,0.568,Not Available,Not Available,-0.022750001,Not Available,35174154240,212.404,Not Available,Not Available,33.04,TTWO,
Not Available,-4.584861,1.283773,Not Available,Not Available,-8.7,-0.17524,11.361,-3337125120,0.017,1.69,-0.03759,-0.27554,-0.43771,3.012047,4.392,3.954,Not Available,Not Available,-0.09549,Not Available,10704222208,-4.532,Not Available,Not Available,30.979,MRNA,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SOJD,
Not Available,19.096807,1.5466487,0.0178,Not Available,4.61,-0.1453,66.117,-868499968,0.037,1.238,0.08547,0.35074002,-0.20331,2.0016031,2.617,0.778,Not Available,Not Available,0.01613,Not Available,32233056256,17.182,Not Available,Not Available,57.783,IFF,
20.95499,11.932475,2.5588453,0.0038,Not Available,6.47,0.19084999,35.193,1985111040,0.044,0.854,0.16685,0.30279,0.11534,1.6523756,1.357,1.154,Not Available,Not Available,0.09314,Not Available,27125139456,10.399,Not Available,Not Available,41.847,GIB,
126.16666,24.255047,6.440726,0.0321,Not Available,0.93,0.07691,49.396,835111232,0.399,1.142,0.33561,0.59678,0.04953,15.71652,1.961,1.923,Not Available,Not Available,0.0482,Not Available,19430256640,19.32,Not Available,Not Available,3.526,OWL,
34.45899,23.209908,Not Available,0.0179,Not Available,9.17,Not Available,Not Available,621793984,-0.022,0.672,0.57702,0.77515,0.25759,8.827854,0.65,0.482,Not Available,Not Available,0.08582,Not Available,37878861824,21.211,Not Available,Not Available,-48.135,SBAC,
8.960199,4.703136,1.9324036,Not Available,Not Available,4.24,0.32469,39.749,-2834003456,1.43,1.279,0.06469,0.14132,0.08085,0.7057571,3.767,1.805,Not Available,Not Available,0.11618,Not Available,12435813376,9.532,Not Available,Not Available,9.32,SMCI,
Not Available,59.248272,24.955118,Not Available,Not Available,3.56,-0.057729997,97.464,687710400,0.303,0.814,-0.04546,0.78080004,-0.026619999,14.666756,1.091,1.014,Not Available,Not Available,-0.01827,Not Available,30832166912,-341.68,Not Available,Not Available,8.355,ZS,
16.180218,16.57395,2.1333501,0.0344,Not Available,7.21,0.13638,213.847,-1521124992,0.006,0.683,0.17791,0.35465,0.12332,1.9919397,0.828,0.538,Not Available,Not Available,0.02964,Not Available,47334273024,13.728,Not Available,Not Available,55.973,DTE,
Not Available,-14563.111,17.595856,Not Available,Not Available,-0.43,-0.17629999,113.152,-5667349504,-0.103,3.062,-3.72687,0.73564005,-0.87047994,147.82645,0.646,0.56,Not Available,Not Available,-0.09368,Not Available,70767919104,-81.488,Not Available,Not Available,18.622,MSTR,
Not Available,192.14221,29.359861,Not Available,Not Available,0.26,-0.27858,9.091,184970880,0.369,1.521,-0.19385,0.75099,-0.24189,25.873215,1.606,1.323,Not Available,Not Available,-0.08234999,Not Available,28824317952,-133.508,Not Available,Not Available,1.734,IOT,
29.49712,21.967213,5.0987024,Not Available,Not Available,6.97,0.18031,38.929,750750016,-0.119,0.981,0.17091,0.63462,0.18249,5.330819,2.05,1.249,Not Available,Not Available,0.0644,Not Available,27702370304,23.338,Not Available,Not Available,30.141,KEYS,
30.244,18.199104,2.4850457,0.0042,Not Available,4.17,0.08615,38.261,1111237504,0.027,1.174,0.19379999,0.59745,0.14355,4.2343774,1.254,0.878,Not Available,Not Available,0.044299997,Not Available,29670264832,17.469,Not Available,Not Available,30.426,FTV,
48.37668,28.923336,6.300666,0.0106,Not Available,3.73,0.13338,57.536,671625024,0.038,0.55,0.17582001,0.45654,0.09083,4.366421,1.618,1.049,Not Available,Not Available,0.08087,Not Available,27939235840,21.005,Not Available,Not Available,17.122,CHD,
18.338474,21.468014,4.8657694,0.0101,Not Available,9.41,0.2911,59.444,847857280,0.013,1.218,0.17549999,0.37581003,0.18378,3.27159,1.569,0.761,Not Available,Not Available,0.07851,Not Available,30986137600,17.547,Not Available,Not Available,41.533,DOV,
26.341938,14.148443,1.8935214,0.041199997,Not Available,2.89,0.083050005,173.13,-1595874944,0.069,0.495,0.22151,0.69774,0.06729,1.7749887,0.561,0.406,Not Available,Not Available,0.02707,Not Available,48286785536,12.306,Not Available,Not Available,21.563,FE,
14.761755,10.059892,1.2040244,0.0319,Not Available,9.34,0.0855,Not Available,Not Available,0.201,1.48,0.30343,Not Available,0.16847,2.2002678,Not Available,Not Available,Not Available,Not Available,0.00679,Not Available,-37403865088,Not Available,Not Available,Not Available,78.221,STT,
Not Available,76.206215,20.431938,Not Available,Not Available,9.13,-0.01671,43.268,470153504,0.201,1.63,-0.01291,0.84659,-0.0098,14.342178,1.638,1.489,Not Available,Not Available,-0.01516,Not Available,34964779008,-611.529,Not Available,Not Available,34.079,HUBS,
10.740741,16.884789,1.3396982,0.0139,Not Available,1.39,0.12512,18.816,-377124992,-0.266,1.244,0.113199994,0.40073,0.1452,1.7350932,2.843,2.063,Not Available,Not Available,0.06463,Not Available,20617115648,4.905,Not Available,Not Available,19.482,STM,
10.527972,9.353634,2.567579,0.0225,Not Available,3.25,0.26293,83.993,1845374976,-0.018,1.905,0.17114,0.19105,0.11038999,1.146435,2.206,1.377,Not Available,Not Available,0.10176,Not Available,33094975488,6.474,Not Available,Not Available,11.727,HAL,
33.733334,19.939316,1.4361401,0.074,Not Available,0.75,0.0539,171.643,1439624960,0.01,0.722,0.16283001,0.35524,0.046230003,1.1383555,0.689,0.544,Not Available,Not Available,0.03429,Not Available,52641361920,11.529,Not Available,Not Available,10.57,TU,
111.890724,56.70211,8.024979,Not Available,Not Available,10.83,0.077259995,19.597,537338368,0.098,0.771,0.15244001,0.4389,0.113929994,12.654144,1.212,1.139,Not Available,Not Available,0.03581,Not Available,26498711552,71.823,Not Available,Not Available,76.546,TYL,
16.822412,9.290947,2.751163,Not Available,Not Available,20.86,0.17964001,9.141,-469678368,0.108,1.481,0.36275002,0.46542,0.32412997,5.4251685,2.142,1.208,Not Available,Not Available,0.078990005,Not Available,18922745856,11.021,Not Available,Not Available,70.93,FSLR,
7.2925925,8.2022705,1.8149139,0.037100002,Not Available,4.46,0.26279,64.021,-1574249984,-0.102,2.071,0.32062,0.53534,0.23429,1.7804887,1.112,0.834,Not Available,Not Available,0.10674,Not Available,34516357120,4.529,Not Available,Not Available,21.698,DVN,
39.438473,24.334324,12.056797,0.0154,Not Available,9.35,0.31812,172.353,1076099968,-0.006,1.06,0.09453,0.30576,0.10572,4.0930753,1.389,1.223,Not Available,Not Available,0.082679994,Not Available,30278133760,19.587,Not Available,Not Available,18.874,BR,
16.51031,14.319832,2.9611893,0.0112,Not Available,11.14,0.19348,45.916,Not Available,0.132,1.002,0.225,0.93394,0.16187,2.5484107,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23018110976,Not Available,Not Available,Not Available,54.083,RJF,
51.659794,45.194225,18.416023,0.0128999995,Not Available,1.12,0.38792,63.703,447092736,0.09,0.701,0.20932,0.52636003,0.14182,7.330496,0.782,0.58,Not Available,Not Available,0.14863,Not Available,50424184832,66.558,Not Available,Not Available,2.721,ROL,
Not Available,12.845774,1.4870716,0.047,Not Available,4.78,-0.03491,187.768,-2843319296,0.097,0.622,0.21024,0.49400002,-0.047259998,1.9379946,0.86,0.326,Not Available,Not Available,0.02987,Not Available,50890256384,12.265,Not Available,Not Available,41.343,ES,
38.02528,28.3993,10.901404,0.0124,Not Available,13.4,0.31418,0.406,349279360,0.164,0.454,0.18504,0.17247999,0.1516,5.756905,1.36,1.231,Not Available,Not Available,0.15749,Not Available,21231360000,29.865,Not Available,Not Available,37.253,ERIE,
22.249166,13.115723,1.6894438,Not Available,Not Available,15.07,0.07985,36.998,1071347776,-0.012,1.251,0.14448,0.29636,0.09003,1.987948,1.341,1.291,Not Available,Not Available,0.041739997,Not Available,19754692608,11.724,Not Available,Not Available,118.394,ICLR,
21.71292,18.422518,0.9376033,0.0083,Not Available,1.82,0.044120003,36.293,-376249984,0.437,1.361,0.13856,0.31506002,0.02942,1.401353,2.919,2.236,Not Available,Not Available,0.05271,Not Available,26193147904,3.888,Not Available,Not Available,48.4,TECK,
69.93055,14.3765135,1.4518454,0.0369,Not Available,3.61,Not Available,82.987,Not Available,1.632,1.034,0.04302,0.21020001,0.01345,1.5938325,1.48,0.809,Not Available,Not Available,Not Available,Not Available,40425865216,18.604,Not Available,Not Available,34.68,SW,
23.105675,15.440405,26.052515,0.0174,Not Available,7.58,1.2042199,285.038,1226625024,0.076,1.225,0.19468,0.71115,0.17014,3.7915523,0.958,0.821,Not Available,Not Available,0.09156,Not Available,24132392960,15.254,Not Available,Not Available,4.532,NTAP,
29.918919,18.189188,1.7386523,0.0308,Not Available,1.83,0.05864,117.528,-685124992,0.011,0.834,0.22167999,0.42466,0.09949,2.9591866,1.29,0.807,Not Available,Not Available,0.0304,Not Available,40734613504,12.434,Not Available,Not Available,19.101,PPL,
Not Available,29.008348,3.704704,0.0127,Not Available,4.06,-0.094969995,Not Available,644174976,-0.119,0.692,0.65809995,0.87369,-0.55731,20.477783,23.394,21.888,Not Available,Not Available,-0.04565,Not Available,20484429824,22.21,Not Available,Not Available,31.101,FNV,
37.112415,22.24692,3.311327,0.010299999,Not Available,9.97,0.092700005,36.303,653338240,0.073,0.851,0.16981001,0.43422002,0.08164,4.0997024,2.406,1.36,Not Available,Not Available,0.05447,Not Available,24184270848,18.243,Not Available,Not Available,66.798,STE,
31.302654,28.023685,12.092164,Not Available,Not Available,6.36,0.4357,11.633,702529344,0.201,1.053,0.23266001,0.57106996,0.18799,5.76991,3.085,2.052,Not Available,Not Available,0.21596001,Not Available,26126708736,22.809,Not Available,Not Available,14.626,DECK,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SOJE,
27.034058,21.754002,4.9357014,0.0128,Not Available,9.18,0.19518,38.137,751675008,0.162,0.666,0.29118,0.51747,0.19729,5.251502,1.388,0.511,Not Available,Not Available,0.08826999,Not Available,21418242048,16.598,Not Available,Not Available,40.203,CBOE,
42.27397,36.51207,2.2593162,0.025899999,Not Available,0.86,0.052989997,51.335,491624992,-0.169,1.428,0.053540003,0.1879,0.07427,3.1185424,2.01,1.27,Not Available,Not Available,0.02674,Not Available,26663118848,21.607,Not Available,Not Available,13.659,WY,
17.707628,13.212266,1.6342733,0.0478,Not Available,2.36,0.122489996,78.682,1098749952,0.267,1.473,0.34707,0.29121,0.20164,2.4675748,0.647,0.491,Not Available,Not Available,0.04521,Not Available,39579840512,12.565,Not Available,Not Available,25.571,PBA,
11.265658,11.809107,15.758308,0.066700004,Not Available,4.3,Not Available,Not Available,2118875008,-0.034,0.662,0.40243,0.48858002,0.31277,2.8273115,0.686,0.445,Not Available,Not Available,0.12582,Not Available,38184382464,8.985,Not Available,Not Available,3.31,CQP,
13.107221,12.750216,2.596558,0.0419,Not Available,9.35,0.20495,3.247,1782687488,0.069,1.423,0.33613,0.50633,0.30354,3.8510005,1.904,1.904,Not Available,Not Available,0.101339996,Not Available,24481175552,9.244,Not Available,Not Available,46.138,TROW,
116.38739,45.961025,102.85828,Not Available,Not Available,2.42,0.35808998,419.155,688150144,-0.062,1.334,0.08307,0.24761999,0.0201,1.2861336,1.01,0.845,Not Available,Not Available,0.03192,Not Available,33655308288,21.929,Not Available,Not Available,1.256,LYV,
20.777779,14.237856,3.5829034,Not Available,Not Available,1.72,0.20120001,352.355,-506249984,0.152,2.668,0.27609,0.51963,0.063930005,1.3325859,0.296,0.202,Not Available,Not Available,0.04249,Not Available,60713701376,10.329,Not Available,Not Available,6.785,CCL,
8.35668,0.0043416684,0.00046929045,0.043899998,Not Available,11.35,0.07356,Not Available,Not Available,0.069,0.592,0.59091,Not Available,0.32365,0.0017970994,Not Available,Not Available,Not Available,Not Available,0.00597,Not Available,43256163336192,Not Available,Not Available,Not Available,137292.38,KB,
31.33108,12.488318,0.9173096,0.0461,Not Available,3.78,0.030199999,59.01,1456125056,-0.053,0.95,0.03894,0.30196,0.02868,0.89881337,1.266,0.758,Not Available,Not Available,0.03145,Not Available,37373562880,8.221,Not Available,Not Available,50.55,NTR,
21.110588,18.238962,2.0236833,0.0293,Not Available,4.92,0.09838,152.976,-2085374976,0.056,0.462,0.31766,0.51148,0.16053,3.3931396,0.633,0.304,Not Available,Not Available,0.02856,Not Available,42805530624,13.114,Not Available,Not Available,44.335,AEE,
25.482992,23.93939,3.7083602,0.0222,Not Available,3.12,0.15067,84.828,588337472,-0.003,0.764,0.17282,0.38483003,0.11868,3.0103962,0.714,0.274,Not Available,Not Available,0.05164,Not Available,24804898816,19.528,Not Available,Not Available,20.203,MKC,
19.16883,18.241138,1.0548131,0.041500002,Not Available,2.44,0.07539,131.259,-135000000,0.019,0.226,0.30061,0.4446,0.14488,1.9314034,0.736,0.452,Not Available,Not Available,0.03014,Not Available,56515227648,10.957,Not Available,Not Available,41.979,FTS,
24.765627,8.028731,2.6855304,0.0271,Not Available,1.5,0.054819997,31.718,1713374976,-0.017,1.22,0.26948,0.30537,0.08014,1.948012,1.484,0.993,Not Available,Not Available,0.01228,Not Available,43078799360,11.457,Not Available,Not Available,5.902,PUK,
46.583332,45.182064,2.0720332,0.033,Not Available,0.74,0.04369,90.848,943140608,0.058,1.014,0.26127002,0.58551,0.17238002,8.043179,1.514,1.089,Not Available,Not Available,0.02244,Not Available,28795627520,20.457,Not Available,Not Available,16.187,INVH,
15.134752,10.09222,1.2549988,0.0238,Not Available,2.1,0.086660005,53.696,1913250048,0.101,1.206,0.07808,0.33877,0.06392,0.95498335,0.939,0.469,Not Available,Not Available,0.02484,Not Available,37209911296,7.58,Not Available,Not Available,17.004,HPE,
15.294872,13.877128,2.6984847,0.0050999997,Not Available,4.35,0.20537001,36.284,3352101376,0.122,0.621,0.15609999,0.43777,0.11956,1.7229981,0.397,0.232,Not Available,Not Available,0.03595,Not Available,23636768768,Not Available,Not Available,Not Available,22.105,WRB,
55.787712,24.520624,2.508793,0.0002,Not Available,4.08,0.0465,36.711,148775008,0.078,0.99,0.19195999,0.66363,0.09445,5.227969,1.987,0.875,Not Available,Not Available,0.03393,Not Available,23089872896,22.571,Not Available,Not Available,39.804,COO,
69.47253,6.916229,1.8787518,Not Available,Not Available,8.81,0.033239998,Not Available,-149000000,Not Available,1.394,0.15403,0.3045,0.02648,1.5232548,1.468,0.683,Not Available,Not Available,0.04044,Not Available,Not Available,Not Available,Not Available,Not Available,33.65,WDC,
Not Available,15.107852,1.2385358,0.031600002,Not Available,3.5,0.044710003,52.863,1419750016,0.016,0.775,0.03944,0.07417,0.01501,0.4272985,2.037,0.861,Not Available,Not Available,0.030250002,Not Available,30718019584,9.77,Not Available,Not Available,51.682,TSN,
31.683945,24.744633,7.346833,0.0116,Not Available,17.72,0.25344,64.783,567162496,0.049,0.899,0.21149,0.34021,0.1333,4.1879168,1.66,0.96,Not Available,Not Available,0.10549,Not Available,26015057920,20.546,Not Available,Not Available,59.902,HUBB,
20.812618,12.692842,1.75573,0.0087,Not Available,8.6,0.08713,53.611,1221187456,0.04,1.021,0.17997,0.71895,0.14265001,2.8529003,1.362,0.574,Not Available,Not Available,0.0461,Not Available,27970336768,10.937,Not Available,Not Available,61.997,ZBH,
17.695312,15.2807455,4.7089396,Not Available,Not Available,11.65,0.27435,97.541,1511692800,-0.067,2.081,0.10113,0.33553,0.07401,1.2463894,1.774,1.103,Not Available,Not Available,0.10295,Not Available,24710719488,10.519,Not Available,Not Available,38.48,BLDR,
66.01829,33.261753,1.0236748,0.0477,Not Available,3.44,0.02132,58.757,1365915392,0.109,1.176,0.27855,0.71103996,0.09618,6.1324825,2.771,2.62,Not Available,Not Available,0.01397,Not Available,36317483008,19.063,Not Available,Not Available,105.766,ARE,
24.321918,17.837784,6.936089,Not Available,Not Available,9.94,0.29839,1.244,679500032,0.065,0.633,0.34404,0.88621,0.33167,7.7342687,1.138,1.085,Not Available,Not Available,0.100039996,Not Available,18147504128,19.564,Not Available,Not Available,25.598,CHKP,
17.79803,6.9514856,1.7140282,0.0402,Not Available,3.75,0.13529,407.554,2121624960,0.007,0.612,0.27081,0.46011,0.073520005,0.95732135,0.684,0.55,Not Available,Not Available,0.04244,Not Available,64266145792,7.134,Not Available,Not Available,21.079,RCI,
32.386364,24.148312,2.0485911,Not Available,Not Available,1.79,0.066479996,24.599,899124992,-0.061,1.527,0.10696,0.25495002,0.10954001,3.4877472,2.423,1.74,Not Available,Not Available,0.028719999,Not Available,22863081472,9.758,Not Available,Not Available,20.868,GFS,
50.166172,44.88964,8.90727,0.0023999999,Not Available,7.52,0.17778,11.188,201687504,-0.001,1.003,0.22319001,0.3487,0.17368999,8.513231,3.002,2.047,Not Available,Not Available,0.09995,Not Available,24730288128,33.208,Not Available,Not Available,37.96,WST,
29.338081,26.493116,29.198053,0.0074,Not Available,23.36,1.65014,188.727,589687488,0.096,1.078,0.20125,0.32446998,0.14632,4.272915,1.391,0.815,Not Available,Not Available,0.19367,Not Available,23230222336,22.025,Not Available,Not Available,21.161,LII,
21.320532,18.799753,1.8390775,0.0238,Not Available,7.14,0.090179995,64.648,-1562511872,0.059,0.672,0.32149,0.57717997,0.2509,5.471785,1.735,1.36,Not Available,Not Available,0.03579,Not Available,29671067648,14.895,Not Available,Not Available,78.485,ATO,
7.684995,20.506048,1.693332,0.0215,Not Available,7.33,0.25135002,6.331,3040124928,0.833,0.666,0.31717,0.33262002,0.25257,1.9232341,1.171,0.996,Not Available,Not Available,0.07219,Not Available,22691190784,5.586,Not Available,Not Available,88.317,CINF,
Not Available,92.662384,15.80091,Not Available,Not Available,3.24,-0.19561,89.869,290878752,0.128,1.153,-0.14942001,0.74025,-0.12084,11.837486,5.03,4.76,Not Available,Not Available,-0.06182,Not Available,21186699264,-80.172,Not Available,Not Available,18.454,MDB,
26.410841,16.714508,8.356768,Not Available,Not Available,22.18,0.32836,253.558,846081856,0.06,1.214,0.45485002,0.78291,0.26142,6.6570563,1.052,0.632,Not Available,Not Available,0.06545,Not Available,32447875072,15.702,Not Available,Not Available,44.309,CPAY,
Not Available,-66.269165,32.74411,Not Available,Not Available,-0.38,-0.7321,7.421,-62823624,Not Available,-0.923,Not Available,Not Available,Not Available,Not Available,8.309,8.262,Not Available,Not Available,-0.31467,Not Available,13903717376,-76.609,Not Available,Not Available,0.594,SMMT,
25.183462,10.480888,Not Available,0.0293,Not Available,9.7,Not Available,Not Available,211250000,0.491,1.07,0.18635,0.28919,0.11342,2.8376756,1.141,0.63,Not Available,Not Available,0.07903,Not Available,25223004160,20.828,Not Available,Not Available,-6.148,STX,
10.584616,10.695187,0.23409323,0.0659,Not Available,0.64,0.14068,25.917,-25827147776,0.06,1.173,0.23277001,0.33110002,0.22307,0.07749792,2.193,1.71,Not Available,Not Available,0.057919998,Not Available,68054745088,0.716,Not Available,Not Available,29.39,UMC,
17.019419,13.123911,1.3983728,0.0353,Not Available,1.34,0.08545,Not Available,Not Available,-0.012,1.057,0.37835,Not Available,0.24709,3.8068402,Not Available,Not Available,Not Available,Not Available,0.00865,Not Available,31087310848,Not Available,Not Available,Not Available,12.536,HBAN,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TELZ,
15.816926,13.372506,6.337278,0.041500002,Not Available,6.84,0.4241,131.896,1411750016,-0.031,1.493,0.04048,0.22294001,0.02962,0.462292,1.013,0.291,Not Available,Not Available,0.07219,Not Available,21988579328,8.223,Not Available,Not Available,14.451,BBY,
14.870786,23.40386,72.89142,Not Available,Not Available,6.71,Not Available,1107.373,920150016,0.073,1.114,0.22159,0.6357,0.41335,5.805318,0.558,0.339,Not Available,Not Available,0.07535,Not Available,29594972160,29.14,Not Available,Not Available,2.542,GDDY,
15.556685,11.693573,3.656613,Not Available,Not Available,25.71,0.26454002,53.019,-191500000,0.174,0.586,0.0475,0.12425,0.030469999,0.46620494,1.545,1.496,Not Available,Not Available,0.06901,Not Available,11006959616,6.068,Not Available,Not Available,83.684,MOH,
19.20513,18.82698,2.5537963,0.0304,Not Available,3.58,0.11501,187.096,-620000000,0.042,0.407,0.23465,0.42334998,0.14005,2.6941009,1.234,0.555,Not Available,Not Available,0.030450001,Not Available,36733747200,13.411,Not Available,Not Available,26.396,CMS,
Not Available,16.681046,0.688788,Not Available,Not Available,-0.13,-0.27295,111.154,20279250944,-0.036,1.483,0.05217,0.41584,-0.28342,0.611154,0.797,0.437,Not Available,Not Available,-0.00148,Not Available,61773766656,8.646,Not Available,Not Available,14.315,WBD,
33.923565,25.12922,5.980573,0.0045,Not Available,4.25,0.19206,2.738,386689120,0.048,1.515,0.21449,0.5789,0.18745,6.336932,3.091,1.742,Not Available,Not Available,0.091759995,Not Available,16852997120,26.303,Not Available,Not Available,17.811,TER,
61.25321,27.462515,7.1413627,Not Available,Not Available,7.0,0.12775,60.052,Not Available,0.146,1.174,0.30982,0.80647004,0.16373,9.98881,Not Available,Not Available,Not Available,Not Available,0.058229998,Not Available,24901578752,35.651,Not Available,Not Available,26.761,PTC,
Not Available,26.085995,9.471112,0.0251,Not Available,2.56,-0.0141900005,45.757,971770112,4.334,1.484,0.01176,0.24619,0.00695,7.059809,3.564,3.31,Not Available,Not Available,0.0058099995,Not Available,9907607552,48.547,Not Available,Not Available,6.958,TPG,
19.108078,16.126013,4.8537745,0.0082,Not Available,10.45,0.27035,110.135,1144999936,0.069,0.688,0.12291,0.16588,0.07366,1.3768758,1.233,1.03,Not Available,Not Available,0.08445,Not Available,29943396352,14.557,Not Available,Not Available,34.604,LDOS,
29.510714,15.594891,2.9851878,Not Available,Not Available,5.29,0.112749994,0.751,1882529408,0.021,-0.055,0.17408001,0.75895,0.19083999,5.544571,4.559,4.371,Not Available,Not Available,0.04782,Not Available,18718390272,21.936,Not Available,Not Available,27.68,ZM,
Not Available,32.068104,10.576251,Not Available,Not Available,4.42,-0.39511,125.835,343124992,-0.035,1.131,0.23981,0.67608,-0.36105,5.1387844,2.434,1.696,Not Available,Not Available,0.026180001,Not Available,24917561344,34.134,Not Available,Not Available,13.449,ILMN,
57.552082,22.870428,341.75256,0.0295,Not Available,7.29,2.08451,1287.5,533375008,0.271,0.399,0.17367001,0.44557998,0.0478,2.746914,0.998,0.553,Not Available,Not Available,0.12546,Not Available,23238477824,16.95,Not Available,Not Available,0.485,CLX,
68.91304,12.632703,2.0556386,0.0208,Not Available,2.88,0.01627,166.129,102375000,0.038,0.604,0.08929,0.37465,0.00717,1.074601,1.43,0.517,Not Available,Not Available,0.03159,Not Available,28504473600,10.388,Not Available,Not Available,15.421,BAX,
24.341734,22.023508,16.464638,0.0119,Not Available,6.99,0.72942,301.126,809116224,0.18,0.579,0.13826,0.23638001,0.07253,1.7280021,1.556,1.485,Not Available,Not Available,0.106759995,Not Available,25034018816,18.355,Not Available,Not Available,9.388,BAH,
14.841808,11.716328,1.4103184,0.0383,Not Available,2.26,0.10042,Not Available,Not Available,0.156,1.182,0.46976003,Not Available,0.26693,3.641833,Not Available,Not Available,Not Available,Not Available,0.01125,Not Available,Not Available,Not Available,Not Available,Not Available,18.627,RF,
7.8915963,17.163807,1.3418977,Not Available,Not Available,98.43,0.19139,24.662,295365888,0.366,0.735,0.29739,0.52191,0.17031,1.2624593,2.683,1.086,Not Available,Not Available,0.04617,Not Available,20659492864,4.575,Not Available,Not Available,1274.337,MKL,
25.808332,17.520287,2.7809453,0.0128,Not Available,3.53,0.14048,90.836,754374976,-0.009,0.899,0.11843,0.20392,0.30424,1.3409144,1.094,0.801,Not Available,Not Available,0.046669997,Not Available,23405654016,11.183,Not Available,Not Available,22.273,BALL,
10.979167,8.79878,0.011541275,0.0677,Not Available,1.8,0.19549999,47.385,21331250774016,-0.022,0.304,0.28537,0.59965,0.15049,0.00010474829,0.698,0.607,Not Available,Not Available,0.09789,Not Available,66216815230976,0.987,Not Available,Not Available,1369.866,TLK,
35.325554,50.117207,3.580603,0.0319,Not Available,6.02,0.10176,113.371,730355904,0.076,0.897,0.30375,0.6828,0.31354,11.50536,0.826,0.2,Not Available,Not Available,0.02683,Not Available,26323666944,23.727,Not Available,Not Available,84.55,ESS,
24.117409,22.182781,2.315905,Not Available,Not Available,21.46,0.103140004,29.147,860562496,0.029,1.007,0.18947001,0.43185002,0.16876,3.9710324,1.998,1.218,Not Available,Not Available,0.04504,Not Available,24926812160,18.519,Not Available,Not Available,205.777,TDY,
Not Available,37.321663,2.3628666,Not Available,Not Available,3.24,-0.00649,34.449,688875136,0.517,Not Available,0.20017,0.68293,-0.0097,3.4425495,1.171,0.972,Not Available,Not Available,0.01195,Not Available,16722042880,25.503,Not Available,Not Available,49.842,TKO,
